"Title","Date","Location","Price","Bedrooms","Link","Zipcode"
"2 Bdrm (12 X 10 each), 1 Bth","Dec 21"," (Harlem / Morningside)","$2900","
                    2br -
                    1250ft2 -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-2-bdrmeach-1-bth/6766807219.html","10027"
"2 Bdrm (12 X 10 each), 1 Bth","Dec 21"," (Harlem / Morningside)","$2900","
                    2br -
                    1250ft2 -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-2-bdrmeach-1-bth/6766807160.html","10027"
"2 Bdrm (12 X 10 each), 1 Bth","Dec 21"," (Harlem / Morningside)","$2900","
                    2br -
                    1250ft2 -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-2-bdrmeach-1-bth/6766807308.html","10027"
"2 Bdrm (12 X 10 each), 1 Bth","Dec 21"," (Harlem / Morningside)","$2900","
                    2br -
                    1250ft2 -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-2-bdrmeach-1-bth/6766807461.html","10027"
"South Harlem, Modern 1Bedroom, Brownstone, Entire Floor, 900 Sqft","Dec 21"," (Harlem / Morningside)","$1950","
                    1br -
                    900ft2 -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-south-harlem-modern/6778232547.html","10027"
"◆1BD/1BA*Fireplace*Hardwood Floors*High Ceilings*Exposed Brick Wall*","Dec 21"," (Harlem / Morningside)","$1600","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-1bd-1bafireplacehardwood/6778075457.html","10027"
"ABSOLUTELY BEAUTIFUL 3 BEDROOM - NEWLY RENOVATED","Dec 21"," (Harlem / Morningside)","$4033","
                    3br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-absolutely-beautiful-3/6777909887.html","10027"
"GORGEOUS NEWLY RENOVATED 2 BEDROOM - W/D","Dec 21"," (Harlem / Morningside)","$3200","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-gorgeous-newly-renovated/6777902723.html","10027"
"GORGEOUS NEWLY RENOVATED 2 BEDROOM - W/D","Dec 21"," (Harlem / Morningside)","$3200","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-gorgeous-newly-renovated/6777902453.html","10027"
"ABSOLUTELY BEAUTIFUL 3 BEDROOM - NEWLY RENOVATED","Dec 21"," (Harlem / Morningside)","$4033","
                    3br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-absolutely-beautiful-3/6777889326.html","10027"
"AMAZING DEAL ++BELOW MARKET++ELEVATOR & LAUNDRY ++  W 113","Dec 20"," (Morning side)","$1710","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-amazing-deal-below/6777260466.html","10027"
"Urban Oasis- Central Harlem Duplex with private backyard","Dec 20"," (Harlem / Morningside)","$4495","
                    3br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-urban-oasis-central/6777230620.html","10027"
"JAN 1ST / 2BR /Private Roof /New Kitchen/ Laundry in Unit","Dec 20"," (Harlem / Morningside)","$3200","
                    2br -
                    750ft2 -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-jan-1st-2br-private-roof/6773243845.html","10027"
"117 St & Pleasant Ave Renovated  2 bdrm in Townhouse","Dec 20"," (Harlem / Morningside)","$2600","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-117-st-pleasant-ave/6772729626.html","10027"
"SUPERLARGE ONE BR**COLUMBIA/CITY COLL AREA**STEPS #1,A,B,C,D TRAINS","Dec 20"," (Harlem / Morningside)","$1800","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-superlarge-one-brcolumbia/6776989914.html","10027"
"Mint Studio, LOCATION, LOCATION!!","Dec 18"," (Harlem / Morningside)","$2000","character(0)","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-mint-studio-location/6776017355.html","10027"
"STUNNING DEAL__ ABSOLUTE BARGAIN__ WEST 113 ST","Dec 18"," (Morning side)","$1500","character(0)","https://newyork.craigslist.org/mnh/fee/d/new-york-city-stunning-deal-absolute/6775671540.html","10027"
"Spacious 2 bedroom apt. in the heart of Harlem with 1 month free","Dec 17"," (Harlem / Morningside)","$2750","
                    2br -
                    1250ft2 -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-spacious-2-bedroom-apt-in/6774804762.html","10027"
"Large, Bright & True 3BR | LRG Living Room| Queen BDRs| Separate Kitch","Dec 16"," (Harlem / Morningside)","$2599","
                    3br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-large-bright-true-3br-lrg/6774193084.html","10027"
"West Harlem: Furnished 1 Bed in 2 Bedroom Apartment","Dec 16"," (Harlem / Morningside)","$1300","
                    2br -
                    800ft2 -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-west-harlem-furnished-1/6773939224.html","10027"
"Amazing NO FEE large one bedroom, renovated, bright, view!","Dec 15"," (Upper West Side)","$1998","
                    1br -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-amazing-no-fee-large-one/6773284400.html","10027"
"Reduced Price Newly reno studio in classic brownstone","Dec 15"," (west 123rd street)","$1550","
                    375ft2 -
                ","https://newyork.craigslist.org/brk/nfb/d/new-york-city-reduced-price-newly-reno/6773257401.html","10027"
"*NEW LISTING* 3bds, renovated, close to Columbia University.","Dec 15"," (Harlem / Morningside)","$2599","
                    3br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-new-listing-3bds/6773243055.html","10027"
"P E R F E C T - ( ( 3 ) ) Three Bedroom - - N O - F E E - - West 108th","Dec 14"," (Upper West Side)","$3595","
                    3br -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-e-f-c-3-three-bedroom-o-e/6772613744.html","10027"
"192 Claremont Avenue","Dec 10"," (Upper West Side)","$2750","
                    4br -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-192-claremont-avenue/6769438171.html","10027"
"Morningside Ave 127th street**** 1 Bedroom**Modern Appliances","Dec 10"," (Harlem / Morningside)","$1800","
                    550ft2 -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-morningside-ave-127th/6769273986.html","10027"
"Amazing 3BD Apt-Perfect for Roommates-Claremont Ave/Tiemann","Dec  7"," (Harlem / Morningside)","$2799","character(0)","https://newyork.craigslist.org/mnh/fee/d/new-york-city-amazing-3bd-apt-perfect/6766882095.html","10027"
"EXTREME LARGE ONE BR*COLUMBIA/CITY COLL/1,A,B,C,D TRAINS","Dec  6"," (Harlem / Morningside)","$1800","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-extreme-large-one/6766315919.html","10027"
"Reduced Price Warm and cozy studio in west harlem brownstone","Dec  5"," (west 123rd street)","$1550","
                    375ft2 -
                ","https://newyork.craigslist.org/brk/nfb/d/new-york-city-reduced-price-warm-and/6765576633.html","10027"
"SUPERLARGE ONE BR**COLUMBIA/CITY COLL AREA**STEPS #1,A,B,C,D TRAINS","Dec  4"," (Harlem / Morningside)","$1800","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-superlarge-one-brcolumbia/6764369177.html","10027"
"PRIVATE GARDEN APARTMENT","Dec  2"," (Harlem / Morningside)","$2850","
                    1br -
                    800ft2 -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-private-garden-apartment/6763324320.html","10027"
"South Harlem, Modern 1Bedroom, Brownstone, Entire Floor, 900 Sqft","Dec  2"," (Harlem / Morningside)","$1950","
                    1br -
                    900ft2 -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-south-harlem-modern/6762797652.html","10027"
"No FEE! Spacious 3 Bdrm - Pets Ok! City College","Nov 30"," (Harlem / Morningside)","$2500","
                    3br -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-no-fee-spacious-3-bdrm/6761343938.html","10027"
"SUPERLARGE ONE BR**COLUMBIA/CITY COLL AREA**STEPS #1,A,B,C,D TRAINS","Nov 30"," (Harlem / Morningside)","$1800","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-superlarge-one-brcolumbia/6761238266.html","10027"
"Classic brownstone 1 br,1ba Stunner","Nov 29"," (Harlem / Morningside)","$1695","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-classic-brownstone-1/6760965339.html","10027"
"Classic  1br,1ba,high ceiling, 3rd floor walk up,122&Lenox","Nov 27"," (Harlem / Morningside)","$1695","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-classic-1br1bahigh/6758760499.html","10027"
"Warm and cozy studio in west harlem brownstone","Nov 27"," (west 123rd street)","$1550","
                    375ft2 -
                ","https://newyork.craigslist.org/brk/nfb/d/new-york-city-warm-and-cozy-studio-in/6758713220.html","10027"
"Apartment for rent","Dec 27"," (Harlem / Morningside)","$1100","
                    1br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-apartment-for-rent/6781037907.html","10030"
"Brand new! Amazing location! No fee","Dec 26"," (Harlem / Morningside)","$3199","
                    3br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-brand-new-amazing/6771050187.html","10030"
"Sun-filled 3 BR on a quiet block - Walk to City College!","Dec 26"," (Harlem / Morningside)","$2155","
                    3br -
                    850ft2 -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-sun-filled-3-br-on-quiet/6775402732.html","10030"
"Actual photos! One flight of stairs! No fee","Dec 26"," (Harlem / Morningside)","$2099","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-actual-photos-one-flight/6776246216.html","10030"
"Renovated! One flight of stairs! No fee!","Dec 25"," (Harlem / Morningside)","$2099","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-renovated-one-flight-of/6774346061.html","10030"
"Renovated! Laundry in unit! No fee","Dec 25"," (Harlem / Morningside)","$3150","
                    3br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-renovated-laundry-in-unit/6765483480.html","10030"
"EAST HARLEM❤️NEWLY 1BR APT,BROWNSTONE,LAUNDRY,CHEF'S KITCHEN,NO FE","Dec 23"," (East Harlem)","$2050","
                    1br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-east-harlemnewly-1br/6764121044.html","10030"
"Brand new! Steps from park! No fee!","Dec 23"," (Harlem / Morningside)","$3200","
                    3br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-brand-new-steps-from-park/6771367863.html","10030"
"Classic/Modern Brownstone STUDIO","Dec 21"," (Harlem / Morningside)","$1600","
                    512ft2 -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-classic-modern-brownstone/6778233402.html","10030"
"TWO BEDROMS FURNISHED NEAR CITY COLLEGE","Dec 21"," (Harlem / Morningside)","$1750","
                    2br -
                    600ft2 -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-two-bedroms-furnished/6778023589.html","10030"
"GORGEOUS NEWLY RENOVATED 3BR UNIT -","Dec 21"," (Harlem / Morningside)","$3300","
                    3br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-gorgeous-newly-renovated/6777910443.html","10030"
"Huge Bedroom in 3BR in Harlem","Dec 20"," (Harlem / Morningside)","$1200","
                    3br -
                    155ft2 -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-huge-bedroom-in-3br-in/6777316815.html","10030"
"137th Street Beautiful Renovated 2 bdrm Apt","Dec 20"," (Adam Clayton *&)","$2185","
                    2br -
                ","https://newyork.craigslist.org/brk/abo/d/137th-street-beautiful-renovated-2-bdrm/6777061078.html","10030"
"123 APARTMENTS GET HELP TODAY APPROVAL A MUST","Dec 20"," (Harlem / Morningside)","$2000","
                    2br -
                    1800ft2 -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-123-apartments-get-help/6777054957.html","10030"
"TWO BEDROOMS FURNISHED","Dec 20"," (Harlem / Morningside)","$2300","
                    2br -
                    800ft2 -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-two-bedrooms-furnished/6776877217.html","10030"
"Harlem Brownstone 2bdrm for Rent","Dec 15"," (Harlem / Morningside)","$2500","
                    2br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-harlem-brownstone-2bdrm/6773704429.html","10030"
"HARLEM/STRIVERS ROW LUXURY RENTAL","Dec 15"," (Harlem / Morningside)","$1999","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-harlem-strivers-row/6773665852.html","10030"
"HARLEM/STRIVERS ROW LUXURY RENTAL","Dec 14"," (Harlem / Morningside)","$1999","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-harlem-strivers-row/6772937190.html","10030"
"AMAZING +++TRUE 1 BEDROOM+++","Dec 14"," (East Harlem)","$1650","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-amazing-true-1-bedroom/6772832841.html","10030"
"LARGE APARTMENT SUNNY__RENOVATED__AWESOME DEAL WEST 138 ST","Dec 14"," (HARLEM)","$1761","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-large-apartment/6772702220.html","10030"
"Open House 12/15 1:30-2:45pm Garden Duplex in Renovated Townhouse","Dec 13"," (Harlem / Morningside)","$3000","
                    2br -
                    1334ft2 -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-open-housepm-garden/6771665127.html","10030"
"TWO BEDROMS FURNISHED NEAR CITY COLLEGE","Dec 10"," (Harlem / Morningside)","$1850","
                    2br -
                    600ft2 -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-two-bedroms-furnished/6769097160.html","10030"
"TWO BEDROMS WITH GARDEN &FURNISHED","Dec  9"," (Harlem / Morningside)","$2550","
                    2br -
                    800ft2 -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-two-bedroms-with-garden/6768911975.html","10030"
"HARLEM/STRIVERS ROW LUXURY RENTAL","Dec  8"," (Harlem / Morningside)","$1999","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-harlem-strivers-row/6768259656.html","10030"
"HARLEM/STRIVERS ROW LUXURY RENTAL","Dec  7"," (Harlem / Morningside)","$1999","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-harlem-strivers-row/6767232984.html","10030"
"Stunning Gut Renovated 3BD-Steps from City College-Nicholas Ave/W 145","Dec  5"," (Harlem / Morningside)","$2695","character(0)","https://newyork.craigslist.org/mnh/fee/d/new-york-city-stunning-gut-renovated/6765166913.html","10030"
"Newly Renovated 2BD/1BA-Steps From Train-Nicholas Ave/W 145 st","Dec  5"," (Harlem / Morningside)","$2250","character(0)","https://newyork.craigslist.org/mnh/fee/d/new-york-city-newly-renovated-2bd-1ba/6765166490.html","10030"
"Duplex 2 bed with office","Dec  4"," (Harlem / Morningside)","$3000","
                    2br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-duplex-2-bed-with-office/6765054887.html","10030"
"TWO BEDROMS  NEAR CITY COLLEGE","Dec  1"," (Harlem / Morningside)","$1750","
                    2br -
                    600ft2 -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-two-bedroms-near-city/6762075922.html","10030"
"HARLEM/STRIVERS ROW LUXURY RENTAL","Nov 30"," (Harlem / Morningside)","$1999","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-harlem-strivers-row/6761902299.html","10030"
"*SUPER LUXURY 3 BED!PRIME LOCATION^MUST SEE!UNDERPRICED!GUT RENO!!!!!!","Nov 27"," (Harlem / Morningside)","$2399","
                    3br -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-super-luxury-3-bedprime/6759056361.html","10030"
"Great central location! Large bedroom! No fee","Dec 27"," (Harlem / Morningside)","$1850","
                    1br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-great-central-location/6780986223.html","10037"
"Brand new! 2 bathrooms! Large living room","Dec 27"," (Harlem / Morningside)","$2599","
                    3br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-brand-new-2-bathrooms/6776242412.html","10037"
"1 Bedroom Available on Lenox Ave!!!","Dec 27"," (Harlem / Morningside)","$1195","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-1-bedroom-available-on/6779854919.html","10037"
"*^*> Oversized 1 bedroom *^*<","Dec 27"," (Harlem / Morningside)","$1999","
                    1br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-oversized-1-bedroom/6780867075.html","10037"
"Centeral location! No fee! One flight of stairs!","Dec 26"," (Harlem / Morningside)","$1799","
                    1br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-centeral-location-no-fee/6780799624.html","10037"
"1 Bedroom Available on Lenox Ave!!!","Dec 26"," (Harlem / Morningside)","$1195","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-1-bedroom-available-on/6780755389.html","10037"
"Brand new! Great location! No fee!","Dec 26"," (Harlem / Morningside)","$2599","
                    3br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-brand-new-great-location/6759057715.html","10037"
">>> Spacious 1 bedroom <<<","Dec 26"," (Harlem / Morningside)","$2125","
                    1br -
                    632ft2 -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-spacious-1-bedroom/6780686067.html","10037"
"*^*^ Fully renovated 1BR *^*^","Dec 26"," (Harlem / Morningside)","$1900","
                    1br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-fully-renovated-1br/6780655095.html","10037"
"1 Bedroom Available on Lenox Ave!!!","Dec 26"," (Harlem / Morningside)","$1195","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-1-bedroom-available-on/6780550635.html","10037"
"Great centeral location! One flight of stairs!","Dec 26"," (Harlem / Morningside)","$1850","
                    1br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-great-centeral-location/6780459695.html","10037"
"Huge backyard! Ground floor! No fee","Dec 26"," (Harlem / Morningside)","$2099","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-huge-backyard-ground/6770954719.html","10037"
"Brand new! 2 bath! No fee! Large living space!","Dec 26"," (Harlem / Morningside)","$2599","
                    3br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-brand-new-2-bath-no-fee/6776237739.html","10037"
"Gut Reno! Large living room! No fee","Dec 26"," (Harlem / Morningside)","$2599","
                    3br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-gut-reno-large-living/6758637694.html","10037"
"Great location! 1 flight of stairs!","Dec 26"," (Harlem / Morningside)","$1799","
                    1br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-great-location-1-flight/6780315302.html","10037"
"Spacious and well lit studio loft in thriving Mott Haven - 3B - $2,383","Dec 26"," (Third Ave Bridge)","$2383","
                    900ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/new-york-city-spacious-and-well-lit/6763543088.html","10037"
"Amazing corner studio loft in popular building","Dec 26"," (Mott Haven - Third Ave Bridge)","$1650","
                    400ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/new-york-city-amazing-corner-studio/6763532018.html","10037"
"Studio Lofts in Mott Haven! 1 month FREE!!!","Dec 26"," (Mott Haven - Third Ave Bridge)","$1700","
                    400ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/new-york-city-studio-lofts-in-mott/6760388680.html","10037"
">>> Newly renovated 1 bedroom <<<","Dec 26"," (East Harlem)","$1811","
                    1br -
                    600ft2 -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-newly-renovated-1-bedroom/6776434022.html","10037"
"Renovated! 2 baths! Great location!","Dec 26"," (Harlem / Morningside)","$3199","
                    3br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-renovated-2-baths-great/6776255464.html","10037"
"Actual photos! One flight of stairs! No fee","Dec 26"," (Harlem / Morningside)","$2099","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-actual-photos-one-flight/6776246216.html","10037"
"1 Bedroom Available on Lenox Ave!!!","Dec 26"," (Harlem / Morningside)","$1195","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-1-bedroom-available-on/6780185204.html","10037"
"Large custom studio loft - Unit 5F - $1925 after FREE MONTH","Dec 26"," (Third Ave Bridge - Mott Haven)","$1925","
                    600ft2 -
                ","https://newyork.craigslist.org/brx/abo/d/new-york-city-large-custom-studio-loft/6763536372.html","10037"
"Gut Reno! Close to subway! No fee","Dec 25"," (Harlem / Morningside)","$2599","
                    3br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-gut-reno-close-to-subway/6757438424.html","10037"
"Private backyard! No stairs! No fee!","Dec 25"," (Harlem / Morningside)","$2099","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-private-backyard-no/6773966512.html","10037"
"Renovated! One flight of stairs! No fee!","Dec 25"," (Harlem / Morningside)","$2099","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-renovated-one-flight-of/6774346061.html","10037"
"New! Great living room space! Sunny","Dec 25"," (Harlem / Morningside)","$2099","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-new-great-living-room/6764493400.html","10037"
"Brand new! No fee! Great centeral location!","Dec 25"," (Harlem / Morningside)","$2599","
                    3br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-brand-new-no-fee-great/6764479754.html","10037"
"1 Bedroom Available on Lenox Ave!!!","Dec 24"," (Harlem / Morningside)","$1195","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-1-bedroom-available-on/6779430136.html","10037"
"Move in ASAP","Dec 23"," (Harlem / Morningside)","$1000","
                    4br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-move-in-asap/6779298983.html","10037"
"Brand new! Steps from park! No fee!","Dec 23"," (Harlem / Morningside)","$3200","
                    3br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-brand-new-steps-from-park/6771367863.html","10037"
"1 Bedroom Available on Lenox Ave!!!","Dec 23"," (Harlem / Morningside)","$1195","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-1-bedroom-available-on/6779088594.html","10037"
"LARGE 2 BEDROOMS FURNISHED SHORT/LONG TERM","Dec 23"," (Harlem / Morningside)","$2900","
                    2br -
                    1000ft2 -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-large-2-bedrooms/6772649860.html","10037"
"1 Bedroom Available on Lenox Ave!!!","Dec 23"," (Harlem / Morningside)","$1195","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-1-bedroom-available-on/6778955028.html","10037"
"2 BEDROOM GUT RENOVATED 1st floor","Dec 21"," (SOUTH OZONE)","$2000","
                    2br -
                ","https://newyork.craigslist.org/que/abo/d/new-york-city-2-bedroom-gut-renovated/6778224856.html","10037"
"◆1BD/1BA*Fireplace*Hardwood Floors*High Ceilings*Exposed Brick Wall*","Dec 21"," (Harlem / Morningside)","$1600","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-1bd-1bafireplacehardwood/6778075457.html","10037"
"Urban Oasis- Central Harlem Duplex with private backyard","Dec 20"," (Harlem / Morningside)","$4495","
                    3br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-urban-oasis-central/6777230620.html","10037"
"TWO BEDROOMS FURNISHED","Dec 20"," (Harlem / Morningside)","$2300","
                    2br -
                    800ft2 -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-two-bedrooms-furnished/6776877217.html","10037"
"Mint Studio, LOCATION, LOCATION!!","Dec 18"," (Harlem / Morningside)","$2000","character(0)","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-mint-studio-location/6776017355.html","10037"
"AMAZING +++TRUE 1 BEDROOM+++","Dec 14"," (East Harlem)","$1650","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-amazing-true-1-bedroom/6772832841.html","10037"
"FREE MONTH____15 MIN TO MIDTOWN __+__ NEW RENOVATIONS!","Dec 12"," (East Harlem)","$2199","
                    1br -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-free-month15-min-to/6771195109.html","10037"
"**Renov*NoFee*Gas Incl*DoorMan*D/W*MicroW*Lndry*Gym*Rooftop*GaRage**","Dec 11"," (Harlem / Morningside)","$2095","
                    1br -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-renovnofeegas/6770557921.html","10037"
"TWO BEDROMS WITH GARDEN &FURNISHED","Dec  9"," (Harlem / Morningside)","$2550","
                    2br -
                    800ft2 -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-two-bedroms-with-garden/6768911975.html","10037"
"**Renov*NoFee*Gas Incl*DoorMan*D/W*MicroW*Lndry*Gym*Rooftop*GaRage**","Dec  5"," (Harlem / Morningside)","$2150","
                    1br -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-renovnofeegas/6765834402.html","10037"
"FREE MONTH____15 MIN TO MIDTOWN __+__ NEW RENOVATIONS!","Dec  3"," (East Harlem)","$2199","
                    1br -
                    650ft2 -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-free-month15-min-to/6763932191.html","10037"
"AMAZING+++NO FEE+++3 BEDROOM, 2 BATHROOM+++ 128 ST","Dec  3"," (HARLEM)","$2475","
                    3br -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-amazingno-fee3-bedroom-2/6763904572.html","10037"
"**Renov*NoFee*Gas Incl*DoorMan*D/W*MicroW*Lndry*Gym*Rooftop*GaRage**","Nov 29"," (Harlem / Morningside)","$2150","
                    1br -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-renovnofeegas/6760951954.html","10037"
"FREE MONTH____15 MIN TO MIDTOWN __+__ NEW RENOVATIONS!","Nov 28"," (East Harlem)","$2199","
                    1br -
                    650ft2 -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-free-month15-min-to/6759905119.html","10037"
"FREE MONTH____15 MIN TO MIDTOWN __+__ NEW RENOVATIONS!","Nov 27"," (East Harlem)","$2199","
                    1br -
                    700ft2 -
                ","https://newyork.craigslist.org/mnh/fee/d/new-york-city-free-month15-min-to/6758904955.html","10037"
"1.5 bed for under 1600!! NO FEE","Dec 26"," (Harlem / Morningside)","$1550","
                    1br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-15-bed-for-under-1600-no/6774030058.html","10039"
"New Converted 2 Bedroom in Elevator Building, 1 Block from Subway!!!!!","Dec 25"," (Harlem / Morningside)","$2500","
                    2br -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-new-converted-2-bedroom/6766971101.html","10039"
"A gem modern 1 bedroom","Dec 25"," (Harlem / Morningside)","$2795","
                    1br -
                    810ft2 -
                ","https://newyork.craigslist.org/mnh/abo/d/new-york-city-gem-modern-1-bedroom/6779919567.html","10039"
"*SPACIOS 3 BED!PRIME HARLEM!WINTER PROMO PRICING!MUST SEE!WONT LAST!!","Dec 20"," (Harlem / Morningside)","$2399","
                    3br -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-spacios-3-bedprime/6777375936.html","10039"
"One Bedroom with Large Closet in Harlem (NO BROKER FEE)","Dec 13"," (Harlem / Morningside)","$1600","
                    1br -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-one-bedroom-with-large/6772236440.html","10039"
"👏 No Fee! Mint Condition 2BR in a beautifully maintained building","Dec  4"," (Harlem / Morningside)","$2400","
                    2br -
                ","https://newyork.craigslist.org/mnh/nfb/d/new-york-city-no-fee-mint-condition-2br/6764720967.html","10039"
