CreationYear,CreationMonth,TagName,PostCount,Rank
"2011","2","algorithm","621","44"
"2011","2","wcf","615","45"
"2011","2","flash","610","46"
"2011","2","cocoa-touch","599","47"
"2011","2","performance","591","48"
"2011","2","image","586","49"
"2011","2","cocoa","571","50"
"2011","2","ipad","560","51"
"2011","2","actionscript-3","543","52"
"2011","2","linq","540","53"
"2011","2","macos","539","54"
"2011","2","ios4","531","55"
"2011","2","forms","496","56"
"2011","2","visual-studio","496","56"
"2011","2","perl","483","58"
"2011","2","security","480","59"
"2011","2","spring","473","60"
"2011","2","apache-flex","462","61"
"2011","2","hibernate","452","62"
"2011","2","drupal","447","63"
"2011","2","wordpress","442","64"
"2011","2","oracle","440","65"
"2011","2","git","437","66"
"2011","2","web-services","427","67"
"2011","2","sqlite","416","68"
"2011","2","apache","408","69"
"2011","2","entity-framework","399","70"
"2011","2","sql-server-2008","387","71"
"2011","2","tsql","384","72"
"2011","2","validation","382","73"
"2011","2","swing","378","74"
"2011","2","asp.net-mvc-2","373","75"
"2011","2","file","371","76"
"2011","2","jquery-ui","365","77"
"2011","2","excel","362","78"
"2011","2","user-interface","362","78"
"2011","2","delphi","360","80"
"2011","2","unit-testing","359","81"
"2011","2","uitableview","358","82"
"2011","2","google-app-engine","353","83"
"2011","2","zend-framework","351","84"
"2011","2","jsp","338","85"
"2011","2","debugging","332","86"
"2011","2","oop","332","86"
"2011","2","sql-server-2005","330","88"
"2011","2","r","322","89"
"2011","2","qt","321","90"
"2011","2","internet-explorer","320","91"
"2011","2","windows-phone-7","320","91"
"2011","2","list","318","93"
"2011","2","http","315","94"
"2011","2","svn","315","94"
"2011","2","winapi","305","96"
"2011","2","bash","304","97"
"2011","2","parsing","304","97"
"2011","2","postgresql","300","99"
"2011","2",".htaccess","299","100"
"2011","3","c#","10006","1"
"2011","3","java","8490","2"
"2011","3","php","8133","3"
"2011","3","javascript","6771","4"
"2011","3","android","6583","5"
"2011","3","jquery","6266","6"
"2011","3","iphone","5137","7"
"2011","3","c++","4184","8"
"2011","3","html","3917","9"
"2011","3","asp.net","3882","10"
"2011","3","python","3754","11"
"2011","3",".net","3705","12"
"2011","3","mysql","3425","13"
"2011","3","objective-c","3053","14"
"2011","3","ruby-on-rails","2869","15"
"2011","3","sql","2651","16"
"2011","3","css","2580","17"
"2011","3","c","2109","18"
"2011","3","ios","1696","19"
"2011","3","ruby","1639","20"
"2011","3","wpf","1533","21"
"2011","3","ruby-on-rails-3","1398","22"
"2011","3","sql-server","1398","22"
"2011","3","xml","1324","24"
"2011","3","regex","1295","25"
"2011","3","ajax","1266","26"
"2011","3","asp.net-mvc","1237","27"
"2011","3","xcode","1203","28"
"2011","3","database","1150","29"
"2011","3","django","1145","30"
"2011","3","arrays","1086","31"
"2011","3","linux","987","32"
"2011","3","windows","945","33"
"2011","3","asp.net-mvc-3","931","34"
"2011","3","vb.net","895","35"
"2011","3","visual-studio-2010","878","36"
"2011","3","facebook","870","37"
"2011","3","string","865","38"
"2011","3","multithreading","823","39"
"2011","3","silverlight","812","40"
"2011","3","eclipse","797","41"
"2011","3","winforms","758","42"
"2011","3","json","746","43"
"2011","3","wcf","719","44"
"2011","3","actionscript-3","709","45"
"2011","3","ipad","704","46"
"2011","3","linq","692","47"
"2011","3","performance","682","48"
"2011","3","image","674","49"
"2011","3","cocoa-touch","669","50"
"2011","3","macos","669","50"
"2011","3","ios4","664","52"
"2011","3","cocoa","655","53"
"2011","3","algorithm","633","54"
"2011","3","flash","622","55"
"2011","3","perl","604","56"
"2011","3","forms","602","57"
"2011","3","apache-flex","602","57"
"2011","3","spring","588","59"
"2011","3","hibernate","573","60"
"2011","3","entity-framework","571","61"
"2011","3","git","564","62"
"2011","3","sqlite","549","63"
"2011","3","sql-server-2008","544","64"
"2011","3","visual-studio","541","65"
"2011","3","oracle","537","66"
"2011","3","delphi","518","67"
"2011","3","web-services","506","68"
"2011","3","security","490","69"
"2011","3","swing","479","70"
"2011","3","apache","476","71"
"2011","3","windows-phone-7","475","72"
"2011","3","wordpress","471","73"
"2011","3","validation","470","74"
"2011","3","sql-server-2005","469","75"
"2011","3","uitableview","459","76"
"2011","3","excel","454","77"
"2011","3","zend-framework","450","78"
"2011","3","file","442","79"
"2011","3","debugging","440","80"
"2011","3","jquery-ui","438","81"
"2011","3","matlab","431","82"
"2011","3","r","422","83"
"2011","3","tsql","422","83"
"2011","3","drupal","418","85"
"2011","3","class","416","86"
"2011","3","google-app-engine","402","87"
"2011","3","xcode4","395","88"
"2011","3","jsp","388","89"
"2011","3","nhibernate","385","90"
"2011","3","unit-testing","380","91"
"2011","3",".htaccess","379","92"
"2011","3","internet-explorer","378","93"
"2011","3","function","376","94"
"2011","3","qt","375","95"
"2011","3","bash","374","96"
"2011","3","oop","373","97"
"2011","3","email","368","98"
"2011","3","svn","368","98"
"2011","3","jsf","361","100"
"2011","3","user-interface","361","100"
"2011","3","list","361","100"
"2011","4","c#","9301","1"
"2011","4","java","7912","2"
"2011","4","php","7684","3"
"2011","4","javascript","6890","4"
"2011","4","android","6793","5"
"2011","4","jquery","6192","6"
"2011","4","iphone","4802","7"
"2011","4","c++","4175","8"
"2011","4","asp.net","3818","9"
"2011","4","html","3597","10"
"2011","4",".net","3410","11"
"2011","4","python","3348","12"
"2011","4","mysql","3330","13"
"2011","4","objective-c","3237","14"
"2011","4","css","2494","15"
"2011","4","ruby-on-rails","2475","16"
"2011","4","sql","2290","17"
"2011","4","c","2042","18"
"2011","4","ios","1905","19"
"2011","4","ruby","1477","20"
"2011","4","wpf","1469","21"
"2011","4","xml","1324","22"
"2011","4","ajax","1242","23"
"2011","4","regex","1230","24"
"2011","4","sql-server","1226","25"
"2011","4","ruby-on-rails-3","1211","26"
"2011","4","arrays","1065","27"
"2011","4","database","1045","28"
"2011","4","django","1044","29"
"2011","4","xcode","1030","30"
"2011","4","vb.net","999","31"
"2011","4","asp.net-mvc-3","964","32"
"2011","4","asp.net-mvc","962","33"
"2011","4","linux","908","34"
"2011","4","cocoa-touch","893","35"
"2011","4","windows","873","36"
"2011","4","multithreading","808","37"
"2011","4","string","787","38"
"2011","4","json","787","38"
"2011","4","winforms","786","40"
"2011","4","eclipse","784","41"
"2011","4","visual-studio-2010","779","42"
"2011","4","facebook","728","43"
"2011","4","image","693","44"
"2011","4","silverlight","677","45"
"2011","4","ios4","667","46"
"2011","4","wcf","662","47"
"2011","4","actionscript-3","644","48"
"2011","4","ipad","642","49"
"2011","4","forms","635","50"
"2011","4","linq","633","51"
"2011","4","flash","614","52"
"2011","4","macos","594","53"
"2011","4","algorithm","592","54"
"2011","4","visual-studio","591","55"
"2011","4","performance","573","56"
"2011","4","web-services","570","57"
"2011","4","git","561","58"
"2011","4","perl","554","59"
"2011","4","cocoa","540","60"
"2011","4","apache-flex","535","61"
"2011","4","entity-framework","530","62"
"2011","4","sqlite","523","63"
"2011","4","spring","492","64"
"2011","4","oracle","491","65"
"2011","4","security","478","66"
"2011","4","r","476","67"
"2011","4","swing","469","68"
"2011","4","file","466","69"
"2011","4","validation","457","70"
"2011","4","apache","455","71"
"2011","4","hibernate","448","72"
"2011","4","jquery-ui","440","73"
"2011","4","qt","437","74"
"2011","4","sql-server-2008","435","75"
"2011","4","windows-phone-7","434","76"
"2011","4","wordpress","421","77"
"2011","4","excel","418","78"
"2011","4","uitableview","404","79"
"2011","4","delphi","402","80"
"2011","4","user-interface","387","81"
"2011","4","matlab","382","82"
"2011","4","unit-testing","381","83"
"2011","4","list","381","83"
"2011","4","bash","379","85"
"2011","4","tsql","379","85"
"2011","4","sockets","376","87"
"2011","4","parsing","373","88"
"2011","4",".htaccess","372","89"
"2011","4","debugging","372","89"
"2011","4","class","369","91"
"2011","4","node.js","355","92"
"2011","4","jsp","350","93"
"2011","4","zend-framework","349","94"
"2011","4","google-app-engine","349","94"
"2011","4","internet-explorer","347","96"
"2011","4","sql-server-2005","346","97"
"2011","4","templates","339","98"
"2011","4","codeigniter","336","99"
"2011","4","winapi","330","100"
"2011","4","function","330","100"
"2011","4","xaml","330","100"
"2011","5","c#","10044","1"
"2011","5","java","8579","2"
"2011","5","php","8123","3"
"2011","5","android","7314","4"
"2011","5","javascript","7312","5"
"2011","5","jquery","6589","6"
"2011","5","iphone","4882","7"
"2011","5","c++","3892","8"
"2011","5","html","3867","9"
"2011","5","asp.net","3837","10"
"2011","5",".net","3542","11"
"2011","5","python","3525","12"
"2011","5","objective-c","3506","13"
"2011","5","mysql","3214","14"
"2011","5","sql","2704","15"
"2011","5","css","2596","16"
"2011","5","ruby-on-rails","2586","17"
"2011","5","ios","2510","18"
"2011","5","c","1826","19"
"2011","5","ruby","1565","20"
"2011","5","ruby-on-rails-3","1429","21"
"2011","5","wpf","1416","22"
"2011","5","xml","1413","23"
"2011","5","ajax","1355","24"
"2011","5","regex","1296","25"
"2011","5","sql-server","1252","26"
"2011","5","django","1216","27"
"2011","5","asp.net-mvc-3","1126","28"
"2011","5","arrays","1047","29"
"2011","5","asp.net-mvc","1012","30"
"2011","5","database","974","31"
"2011","5","linux","966","32"
"2011","5","vb.net","928","33"
"2011","5","windows","928","33"
"2011","5","json","912","35"
"2011","5","visual-studio-2010","906","36"
"2011","5","xcode","902","37"
"2011","5","facebook","867","38"
"2011","5","cocoa-touch","842","39"
"2011","5","wcf","837","40"
"2011","5","string","822","41"
"2011","5","eclipse","792","42"
"2011","5","ipad","775","43"
"2011","5","multithreading","758","44"
"2011","5","silverlight","749","45"
"2011","5","winforms","722","46"
"2011","5","performance","676","47"
"2011","5","image","656","48"
"2011","5","actionscript-3","649","49"
"2011","5","ios4","643","50"
"2011","5","forms","635","51"
"2011","5","linq","625","52"
"2011","5","flash","617","53"
"2011","5","macos","606","54"
"2011","5","sql-server-2008","600","55"
"2011","5","apache-flex","594","56"
"2011","5","web-services","584","57"
"2011","5","perl","582","58"
"2011","5","visual-studio","579","59"
"2011","5","algorithm","576","60"
"2011","5","entity-framework","558","61"
"2011","5","git","538","62"
"2011","5","swing","534","63"
"2011","5","uitableview","531","64"
"2011","5","oracle","517","65"
"2011","5","sqlite","515","66"
"2011","5","wordpress","513","67"
"2011","5","file","510","68"
"2011","5","validation","505","69"
"2011","5","cocoa","500","70"
"2011","5","hibernate","497","71"
"2011","5","spring","492","72"
"2011","5","security","481","73"
"2011","5","delphi","477","74"
"2011","5","jquery-ui","463","75"
"2011","5","excel","448","76"
"2011","5","tsql","434","77"
"2011","5","apache","433","78"
"2011","5","qt","433","78"
"2011","5","r","427","80"
"2011","5","codeigniter","412","81"
"2011","5","sockets","412","81"
"2011","5","user-interface","405","83"
"2011","5","bash","405","83"
"2011","5","list","403","85"
"2011","5","windows-phone-7","400","86"
"2011","5","zend-framework","396","87"
"2011","5","internet-explorer","384","88"
"2011","5","jsp","381","89"
"2011","5","unit-testing","379","90"
"2011","5","function","378","91"
"2011","5","debugging","377","92"
"2011","5","class","367","93"
"2011","5","oop","364","94"
"2011","5","api","359","95"
"2011","5","jsf","359","95"
"2011","5","parsing","357","97"
"2011","5","google-maps","354","98"
"2011","5","email","352","99"
"2011","5","nhibernate","349","100"
"2011","6","c#","9787","1"
"2011","6","php","8070","2"
"2011","6","java","7931","3"
"2011","6","javascript","7697","4"
"2011","6","android","7422","5"
"2011","6","jquery","6604","6"
"2011","6","iphone","4781","7"
"2011","6","html","4004","8"
"2011","6","c++","3819","9"
"2011","6","asp.net","3678","10"
"2011","6","python","3474","11"
"2011","6",".net","3444","12"
"2011","6","mysql","3368","13"
"2011","6","objective-c","3357","14"
"2011","6","css","2695","15"
"2011","6","ios","2662","16"
"2011","6","sql","2658","17"
"2011","6","ruby-on-rails","2511","18"
"2011","6","c","1768","19"
"2011","6","ruby","1561","20"
"2011","6","xml","1498","21"
"2011","6","wpf","1357","22"
"2011","6","ruby-on-rails-3","1353","23"
"2011","6","regex","1279","24"
"2011","6","ajax","1255","25"
"2011","6","sql-server","1205","26"
"2011","6","django","1172","27"
"2011","6","asp.net-mvc-3","1166","28"
"2011","6","database","1089","29"
"2011","6","xcode","1082","30"
"2011","6","asp.net-mvc","1049","31"
"2011","6","windows","1002","32"
"2011","6","arrays","995","33"
"2011","6","json","938","34"
"2011","6","linux","938","34"
"2011","6","visual-studio-2010","935","36"
"2011","6","vb.net","902","37"
"2011","6","eclipse","844","38"
"2011","6","cocoa-touch","844","38"
"2011","6","facebook","828","40"
"2011","6","string","826","41"
"2011","6","multithreading","790","42"
"2011","6","wcf","781","43"
"2011","6","ipad","739","44"
"2011","6","winforms","731","45"
"2011","6","forms","700","46"
"2011","6","image","699","47"
"2011","6","silverlight","678","48"
"2011","6","flash","651","49"
"2011","6","performance","641","50"
"2011","6","actionscript-3","637","51"
"2011","6","sql-server-2008","619","52"
"2011","6","web-services","613","53"
"2011","6","sqlite","597","54"
"2011","6","linq","592","55"
"2011","6","ios4","584","56"
"2011","6","macos","574","57"
"2011","6","perl","570","58"
"2011","6","apache-flex","569","59"
"2011","6","uitableview","562","60"
"2011","6","entity-framework","545","61"
"2011","6","git","544","62"
"2011","6","validation","527","63"
"2011","6","visual-studio","513","64"
"2011","6","cocoa","510","65"
"2011","6","spring","497","66"
"2011","6","wordpress","493","67"
"2011","6","algorithm","493","67"
"2011","6","oracle","491","69"
"2011","6","swing","486","70"
"2011","6","jquery-ui","485","71"
"2011","6","apache","481","72"
"2011","6","hibernate","476","73"
"2011","6","security","457","74"
"2011","6","delphi","456","75"
"2011","6","r","444","76"
"2011","6","tsql","443","77"
"2011","6","qt","433","78"
"2011","6","file","427","79"
"2011","6","codeigniter","426","80"
"2011","6","windows-phone-7","409","81"
"2011","6","excel","402","82"
"2011","6","debugging","398","83"
"2011","6","list","393","84"
"2011","6","bash","391","85"
"2011","6","android-layout","377","86"
"2011","6","user-interface","375","87"
"2011","6","internet-explorer","373","88"
"2011","6","class","371","89"
"2011","6","http","370","90"
"2011","6","sql-server-2005","365","91"
"2011","6","api","362","92"
"2011","6","function","360","93"
"2011","6","unit-testing","356","94"
"2011","6","jsf","356","94"
"2011","6","zend-framework","354","96"
"2011","6","oop","349","97"
"2011","6","node.js","348","98"
"2011","6","gwt","347","99"
"2011","6","sockets","346","100"
"2011","7","c#","9621","1"
"2011","7","php","8730","2"
"2011","7","java","8173","3"
"2011","7","javascript","8114","4"
"2011","7","android","7693","5"
"2011","7","jquery","7265","6"
"2011","7","iphone","4797","7"
"2011","7","html","4334","8"
"2011","7","c++","3853","9"
"2011","7","asp.net","3736","10"
"2011","7","objective-c","3717","11"
"2011","7","python","3669","12"
"2011","7","mysql","3550","13"
"2011","7",".net","3425","14"
"2011","7","css","2968","15"
"2011","7","ios","2775","16"
"2011","7","sql","2671","17"
"2011","7","ruby-on-rails","2583","18"
"2011","7","c","1660","19"
"2011","7","ruby","1584","20"
"2011","7","ruby-on-rails-3","1438","21"
"2011","7","xml","1415","22"
"2011","7","ajax","1384","23"
"2011","7","wpf","1374","24"
"2011","7","regex","1330","25"
"2011","7","xcode","1304","26"
"2011","7","sql-server","1226","27"
"2011","7","asp.net-mvc-3","1184","28"
"2011","7","django","1122","29"
"2011","7","database","1100","30"
"2011","7","arrays","1067","31"
"2011","7","asp.net-mvc","1018","32"
"2011","7","json","964","33"
"2011","7","eclipse","934","34"
"2011","7","windows","904","35"
"2011","7","vb.net","884","36"
"2011","7","linux","884","36"
"2011","7","visual-studio-2010","880","38"
"2011","7","string","796","39"
"2011","7","multithreading","796","39"
"2011","7","facebook","792","41"
"2011","7","cocoa-touch","775","42"
"2011","7","ipad","748","43"
"2011","7","image","732","44"
"2011","7","macos","712","45"
"2011","7","wcf","702","46"
"2011","7","winforms","682","47"
"2011","7","silverlight","668","48"
"2011","7","perl","661","49"
"2011","7","forms","656","50"
"2011","7","performance","646","51"
"2011","7","ios4","640","52"
"2011","7","sql-server-2008","634","53"
"2011","7","web-services","609","54"
"2011","7","flash","602","55"
"2011","7","cocoa","593","56"
"2011","7","sqlite","588","57"
"2011","7","actionscript-3","583","58"
"2011","7","linq","575","59"
"2011","7","algorithm","566","60"
"2011","7","apache-flex","546","61"
"2011","7","entity-framework","540","62"
"2011","7","swing","540","62"
"2011","7","windows-phone-7","537","64"
"2011","7","git","517","65"
"2011","7","visual-studio","508","66"
"2011","7","spring","505","67"
"2011","7","oracle","494","68"
"2011","7","hibernate","484","69"
"2011","7","excel","482","70"
"2011","7","codeigniter","468","71"
"2011","7","wordpress","468","71"
"2011","7","apache","466","73"
"2011","7","security","465","74"
"2011","7","validation","456","75"
"2011","7","r","454","76"
"2011","7","uitableview","449","77"
"2011","7","jquery-ui","445","78"
"2011","7","file","433","79"
"2011","7","tsql","433","79"
"2011","7","delphi","430","81"
"2011","7","scala","425","82"
"2011","7","android-layout","413","83"
"2011","7","qt","412","84"
"2011","7","bash","404","85"
"2011","7","list","398","86"
"2011","7","internet-explorer","388","87"
"2011","7","debugging","381","88"
"2011","7","class","380","89"
"2011","7",".htaccess","375","90"
"2011","7","cakephp","372","91"
"2011","7","unit-testing","366","92"
"2011","7","api","364","93"
"2011","7","function","364","93"
"2011","7","listview","361","95"
"2011","7","zend-framework","359","96"
"2011","7","node.js","358","97"
"2011","7","google-maps","358","97"
"2011","7","oop","354","99"
"2011","7","user-interface","352","100"
"2011","8","c#","10091","1"
"2011","8","php","8978","2"
"2011","8","javascript","8908","3"
"2011","8","java","8703","4"
"2011","8","android","8091","5"
"2011","8","jquery","7757","6"
"2011","8","iphone","5018","7"
"2011","8","html","4504","8"
"2011","8","c++","3957","9"
"2011","8","mysql","3854","10"
"2011","8","objective-c","3851","11"
"2011","8","python","3836","12"
"2011","8","asp.net","3726","13"
"2011","8","ios","3522","14"
"2011","8",".net","3339","15"
"2011","8","css","3151","16"
"2011","8","ruby-on-rails","2868","17"
"2011","8","sql","2676","18"
"2011","8","ruby","1860","19"
"2011","8","c","1824","20"
"2011","8","ruby-on-rails-3","1717","21"
"2011","8","xml","1481","22"
"2011","8","wpf","1441","23"
"2011","8","ajax","1388","24"
"2011","8","regex","1347","25"
"2011","8","asp.net-mvc-3","1315","26"
"2011","8","sql-server","1301","27"
"2011","8","xcode","1271","28"
"2011","8","database","1136","29"
"2011","8","asp.net-mvc","1123","30"
"2011","8","django","1107","31"
"2011","8","arrays","1098","32"
"2011","8","facebook","1068","33"
"2011","8","json","1040","34"
"2011","8","eclipse","979","35"
"2011","8","linux","962","36"
"2011","8","visual-studio-2010","950","37"
"2011","8","vb.net","921","38"
"2011","8","windows","921","38"
"2011","8","string","846","40"
"2011","8","multithreading","840","41"
"2011","8","ipad","838","42"
"2011","8","winforms","769","43"
"2011","8","image","762","44"
"2011","8","wcf","746","45"
"2011","8","macos","728","46"
"2011","8","sql-server-2008","708","47"
"2011","8","linq","705","48"
"2011","8","forms","694","49"
"2011","8","actionscript-3","685","50"
"2011","8","git","673","51"
"2011","8","silverlight","663","52"
"2011","8","cocoa-touch","655","53"
"2011","8","performance","648","54"
"2011","8","perl","616","55"
"2011","8","algorithm","595","56"
"2011","8","sqlite","586","57"
"2011","8","r","586","57"
"2011","8","cocoa","585","59"
"2011","8","entity-framework","577","60"
"2011","8","apache-flex","575","61"
"2011","8","windows-phone-7","574","62"
"2011","8","flash","566","63"
"2011","8","web-services","564","64"
"2011","8","excel","563","65"
"2011","8","jquery-ui","551","66"
"2011","8","spring","549","67"
"2011","8","oracle","544","68"
"2011","8","swing","542","69"
"2011","8","visual-studio","535","70"
"2011","8","ios4","531","71"
"2011","8","hibernate","531","71"
"2011","8","codeigniter","515","73"
"2011","8","apache","512","74"
"2011","8","wordpress","502","75"
"2011","8","qt","486","76"
"2011","8","uitableview","478","77"
"2011","8","internet-explorer","469","78"
"2011","8","node.js","469","78"
"2011","8","tsql","466","80"
"2011","8","bash","455","81"
"2011","8","validation","445","82"
"2011","8","scala","434","83"
"2011","8","security","428","84"
"2011","8","file","426","85"
"2011","8","delphi","424","86"
"2011","8","unit-testing","411","87"
"2011","8","function","401","88"
"2011","8","android-layout","398","89"
"2011","8","list","395","90"
"2011","8","cakephp","387","91"
"2011","8","debugging","385","92"
"2011","8","facebook-graph-api","384","93"
"2011","8","google-app-engine","381","94"
"2011","8","oop","375","95"
"2011","8","xaml","373","96"
"2011","8","http","370","97"
"2011","8",".htaccess","367","98"
"2011","8","postgresql","363","99"
"2011","8","zend-framework","360","100"
"2011","9","c#","9328","1"
"2011","9","java","8351","2"
"2011","9","javascript","8210","3"
"2011","9","php","8112","4"
"2011","9","android","7918","5"
"2011","9","jquery","7149","6"
"2011","9","iphone","4376","7"
"2011","9","html","4197","8"
"2011","9","c++","3953","9"
"2011","9","python","3521","10"
"2011","9","ios","3462","11"
"2011","9","mysql","3458","12"
"2011","9","asp.net","3414","13"
"2011","9","objective-c","3304","14"
"2011","9",".net","3109","15"
"2011","9","css","2941","16"
"2011","9","ruby-on-rails","2629","17"
"2011","9","sql","2594","18"
"2011","9","c","1918","19"
"2011","9","facebook","1562","20"
"2011","9","ruby","1552","21"
"2011","9","ajax","1314","22"
"2011","9","wpf","1312","23"
"2011","9","xml","1288","24"
"2011","9","ruby-on-rails-3","1285","25"
"2011","9","regex","1250","26"
"2011","9","asp.net-mvc-3","1246","27"
"2011","9","sql-server","1235","28"
"2011","9","xcode","1204","29"
"2011","9","arrays","1171","30"
"2011","9","database","1105","31"
"2011","9","asp.net-mvc","1067","32"
"2011","9","django","1022","33"
"2011","9","json","971","34"
"2011","9","linux","946","35"
"2011","9","windows","928","36"
"2011","9","eclipse","891","37"
"2011","9","vb.net","851","38"
"2011","9","string","829","39"
"2011","9","winforms","804","40"
"2011","9","visual-studio-2010","783","41"
"2011","9","wcf","736","42"
"2011","9","image","733","43"
"2011","9","multithreading","731","44"
"2011","9","ipad","726","45"
"2011","9","sql-server-2008","702","46"
"2011","9","forms","688","47"
"2011","9","macos","687","48"
"2011","9","performance","662","49"
"2011","9","actionscript-3","655","50"
"2011","9","oracle","636","51"
"2011","9","silverlight","635","52"
"2011","9","git","634","53"
"2011","9","spring","634","53"
"2011","9","linq","617","55"
"2011","9","r","612","56"
"2011","9","algorithm","607","57"
"2011","9","sqlite","578","58"
"2011","9","cocoa-touch","576","59"
"2011","9","flash","565","60"
"2011","9","facebook-graph-api","540","61"
"2011","9","web-services","538","62"
"2011","9","node.js","525","63"
"2011","9","visual-studio","521","64"
"2011","9","excel","515","65"
"2011","9","cocoa","512","66"
"2011","9","swing","509","67"
"2011","9","jquery-ui","508","68"
"2011","9","entity-framework","506","69"
"2011","9","windows-phone-7","503","70"
"2011","9","wordpress","501","71"
"2011","9","perl","500","72"
"2011","9","hibernate","483","73"
"2011","9","ios4","480","74"
"2011","9","apache","477","75"
"2011","9","apache-flex","465","76"
"2011","9","uitableview","456","77"
"2011","9","scala","420","78"
"2011","9","delphi","415","79"
"2011","9","bash","403","80"
"2011","9","security","402","81"
"2011","9",".htaccess","402","81"
"2011","9","qt","397","83"
"2011","9","tsql","395","84"
"2011","9","validation","394","85"
"2011","9","file","393","86"
"2011","9","internet-explorer","392","87"
"2011","9","class","385","88"
"2011","9","c#-4.0","382","89"
"2011","9","oop","382","89"
"2011","9","android-layout","382","89"
"2011","9","codeigniter","379","92"
"2011","9","function","373","93"
"2011","9","zend-framework","370","94"
"2011","9","xaml","370","94"
"2011","9","unit-testing","365","96"
"2011","9","list","361","97"
"2011","9","http","361","97"
"2011","9","parsing","359","99"
"2011","9","debugging","359","99"
"2011","10","c#","9246","1"
"2011","10","java","8580","2"
"2011","10","php","8108","3"
"2011","10","javascript","8048","4"
"2011","10","android","7540","5"
"2011","10","jquery","7168","6"
"2011","10","c++","4358","7"
"2011","10","html","4197","8"
"2011","10","iphone","3899","9"
"2011","10","ios","3634","10"
"2011","10","python","3633","11"
"2011","10","mysql","3455","12"
"2011","10","asp.net","3403","13"
"2011","10","objective-c","3275","14"
"2011","10","css","3032","15"
"2011","10",".net","2911","16"
"2011","10","ruby-on-rails","2605","17"
"2011","10","sql","2602","18"
"2011","10","c","2141","19"
"2011","10","ruby","1619","20"
"2011","10","xml","1354","21"
"2011","10","facebook","1315","22"
"2011","10","regex","1300","23"
"2011","10","asp.net-mvc-3","1277","24"
"2011","10","ajax","1262","25"
"2011","10","xcode","1245","26"
"2011","10","wpf","1230","27"
"2011","10","arrays","1206","28"
"2011","10","ruby-on-rails-3","1144","29"
"2011","10","sql-server","1136","30"
"2011","10","database","1040","31"
"2011","10","linux","1017","32"
"2011","10","asp.net-mvc","1009","33"
"2011","10","django","960","34"
"2011","10","eclipse","933","35"
"2011","10","json","906","36"
"2011","10","vb.net","898","37"
"2011","10","windows","885","38"
"2011","10","string","848","39"
"2011","10","visual-studio-2010","769","40"
"2011","10","winforms","742","41"
"2011","10","multithreading","741","42"
"2011","10","sql-server-2008","689","43"
"2011","10","actionscript-3","683","44"
"2011","10","image","664","45"
"2011","10","ipad","657","46"
"2011","10","performance","655","47"
"2011","10","algorithm","635","48"
"2011","10","wcf","635","48"
"2011","10","spring","632","50"
"2011","10","macos","629","51"
"2011","10","r","621","52"
"2011","10","cocoa-touch","618","53"
"2011","10","forms","611","54"
"2011","10","ios5","607","55"
"2011","10","oracle","596","56"
"2011","10","swing","596","56"
"2011","10","git","586","58"
"2011","10","linq","585","59"
"2011","10","silverlight","567","60"
"2011","10","flash","566","61"
"2011","10","perl","560","62"
"2011","10","visual-studio","549","63"
"2011","10","entity-framework","543","64"
"2011","10","web-services","530","65"
"2011","10","hibernate","525","66"
"2011","10","sqlite","523","67"
"2011","10","cocoa","515","68"
"2011","10","excel","493","69"
"2011","10","windows-phone-7","474","70"
"2011","10","ruby-on-rails-3.1","469","71"
"2011","10","scala","467","72"
"2011","10","apache","467","72"
"2011","10","delphi","465","74"
"2011","10","uitableview","454","75"
"2011","10","bash","454","75"
"2011","10","jquery-ui","450","77"
"2011","10","codeigniter","448","78"
"2011","10","file","444","79"
"2011","10","wordpress","443","80"
"2011","10","facebook-graph-api","443","80"
"2011","10","tsql","431","82"
"2011","10","list","430","83"
"2011","10","apache-flex","429","84"
"2011","10","validation","419","85"
"2011","10",".htaccess","417","86"
"2011","10","security","416","87"
"2011","10","class","415","88"
"2011","10","mongodb","412","89"
"2011","10","matlab","401","90"
"2011","10","internet-explorer","400","91"
"2011","10","qt","393","92"
"2011","10","function","392","93"
"2011","10","oop","391","94"
"2011","10","node.js","380","95"
"2011","10","sockets","377","96"
"2011","10","vba","371","97"
"2011","10","api","369","98"
"2011","10","user-interface","368","99"
"2011","10","magento","366","100"
"2011","11","c#","9929","1"
"2011","11","java","9667","2"
"2011","11","php","8723","3"
"2011","11","javascript","8696","4"
"2011","11","android","8585","5"
"2011","11","jquery","7513","6"
"2011","11","c++","4492","7"
"2011","11","html","4481","8"
"2011","11","iphone","4336","9"
"2011","11","ios","4273","10"
"2011","11","python","3878","11"
"2011","11","mysql","3812","12"
"2011","11","objective-c","3579","13"
"2011","11","asp.net","3577","14"
"2011","11","css","3083","15"
"2011","11",".net","2963","16"
"2011","11","sql","2843","17"
"2011","11","ruby-on-rails","2646","18"
"2011","11","c","2202","19"
"2011","11","ruby","1741","20"
"2011","11","xcode","1403","21"
"2011","11","regex","1370","22"
"2011","11","xml","1336","23"
"2011","11","asp.net-mvc-3","1332","24"
"2011","11","wpf","1332","24"
"2011","11","arrays","1326","26"
"2011","11","sql-server","1283","27"
"2011","11","ajax","1271","28"
"2011","11","facebook","1263","29"
"2011","11","database","1172","30"
"2011","11","ruby-on-rails-3","1154","31"
"2011","11","linux","1129","32"
"2011","11","django","1106","33"
"2011","11","eclipse","1088","34"
"2011","11","asp.net-mvc","1042","35"
"2011","11","json","1025","36"
"2011","11","windows","925","37"
"2011","11","string","925","37"
